"ahe","year","bachelor","female","age"
21.634614944458,2008,"yes","yes",31
6.92307710647583,2008,"yes","yes",28
17.7884616851807,2008,"yes","yes",30
10.787992477417,2008,"yes","yes",28
15.5607690811157,2008,"yes","no",34
16.105770111084,2008,"no","no",27
11.0946741104126,2008,"yes","no",31
10.741138458252,2008,"yes","no",29
16.3461532592773,2008,"no","yes",27
15.384614944458,2008,"no","yes",26
13.4615383148193,2008,"no","yes",30
17.7884616851807,2008,"yes","yes",33
16.1799449920654,2008,"no","yes",32
18.5314693450928,2008,"no","no",32
19.230770111084,2008,"yes","yes",28
28.8461532592773,2008,"no","no",30
7.21153831481934,2008,"no","no",27
11.5384616851807,2008,"no","no",27
11,2008,"no","no",30
12.5,2008,"no","no",34
10.4757089614868,2008,"yes","yes",28
26.62721824646,2008,"yes","no",30
16.4835166931152,2008,"no","yes",34
4.807692527771,2008,"no","yes",29
13.3779268264771,2008,"no","no",26
50.480770111084,2008,"yes","yes",34
19.230770111084,2008,"yes","yes",32
9.61538505554199,2008,"yes","no",32
22.2222213745117,2008,"yes","yes",26
15,2008,"no","no",34
11.5384616851807,2008,"no","yes",28
13.1538457870483,2008,"no","no",34
28.8461532592773,2008,"no","no",28
9.7615385055542,2008,"yes","no",28
43.269229888916,2008,"yes","no",32
18.4911251068115,2008,"no","no",25
24.0384616851807,2008,"yes","no",30
30.2884616851807,2008,"yes","no",29
26.4423084259033,2008,"yes","no",30
18.0769233703613,2008,"yes","no",34
38.461540222168,2008,"yes","no",32
38.461540222168,2008,"yes","no",32
32.0512809753418,2008,"yes","yes",30
13.6217947006226,2008,"no","yes",27
16.8269233703613,2008,"no","no",33
46.1538467407227,2008,"no","no",32
45,2008,"yes","no",31
53.0769233703613,2008,"yes","no",33
20.6730766296387,2008,"yes","no",26
24.0520000457764,2008,"yes","no",26
21.2550601959229,2008,"yes","no",29
4.807692527771,2008,"yes","no",30
20.1923084259033,2008,"yes","yes",31
22.2222213745117,2008,"yes","no",30
40.3846168518066,2008,"yes","no",34
12.9370632171631,2008,"yes","no",34
8.01282024383545,2008,"no","yes",30
45.6730766296387,2008,"yes","no",33
12.0192308425903,2008,"no","yes",29
19.230770111084,2008,"no","no",33
21.634614944458,2008,"no","no",30
14.3692312240601,2008,"no","no",33
20.1923084259033,2008,"no","no",28
24.0384616851807,2008,"yes","no",28
36.538459777832,2008,"yes","yes",34
15.384614944458,2008,"yes","yes",31
9.61538505554199,2008,"yes","no",30
21.9780216217041,2008,"yes","yes",31
17.3076915740967,2008,"yes","no",32
24.0384616851807,2008,"no","no",33
11.0586538314819,2008,"no","no",33
8.79120922088623,2008,"no","no",26
9.84615421295166,2008,"yes","no",26
34.855770111084,2008,"no","no",32
12.2863245010376,2008,"no","yes",25
22.6495723724365,2008,"no","no",34
19.7115383148193,2008,"yes","yes",31
14.0056018829346,2008,"no","no",31
26.9230766296387,2008,"yes","yes",32
28.8461532592773,2008,"no","no",34
24.0384616851807,2008,"no","yes",28
11.9791669845581,2008,"no","yes",32
11.057692527771,2008,"no","yes",32
15.384614944458,2008,"no","no",29
11.5384616851807,2008,"no","yes",33
11.057692527771,2008,"yes","no",32
18.75,2008,"yes","yes",33
16.3461532592773,2008,"no","no",28
14.4230766296387,2008,"no","no",29
8.24175834655762,2008,"yes","yes",28
13.5135135650635,2008,"no","no",28
14.4230766296387,2008,"yes","no",26
7.21153831481934,2008,"yes","yes",30
13.6363639831543,2008,"yes","no",32
14.4230766296387,2008,"no","no",33
10.3296699523926,2008,"yes","yes",25
13.6752138137817,2008,"yes","yes",31
30.769229888916,2008,"no","no",29
17.0940170288086,2008,"no","yes",25
13.7362632751465,2008,"yes","yes",30
18.0769233703613,2008,"yes","yes",33
5.76923084259033,2008,"no","no",34
12.307692527771,2008,"yes","yes",26
15.865385055542,2008,"no","yes",33
11.5,2008,"no","no",25
12.0192308425903,2008,"no","no",34
9.61538505554199,2008,"no","yes",31
21.9780216217041,2008,"yes","no",26
16.1538467407227,2008,"no","no",26
17.8571434020996,2008,"no","yes",34
9.61538505554199,2008,"no","no",30
21.634614944458,2008,"no","no",28
40.8653831481934,2008,"yes","no",34
31.25,2008,"yes","yes",30
31.25,2008,"yes","yes",25
19.230770111084,2008,"no","no",28
17.7884616851807,2008,"yes","no",27
19.230770111084,2008,"no","no",31
28.8461532592773,2008,"no","no",33
49.038459777832,2008,"yes","yes",31
51.9230766296387,2008,"yes","yes",31
36.0576934814453,2008,"yes","no",31
20.1923084259033,2008,"yes","yes",33
28.8461532592773,2008,"yes","no",25
53.0769233703613,2008,"yes","no",32
28.8461532592773,2008,"yes","yes",25
29.3269233703613,2008,"yes","no",34
5.76923084259033,2008,"no","yes",31
20.6730766296387,2008,"yes","no",30
12.0192308425903,2008,"yes","no",32
11.057692527771,2008,"yes","yes",27
11.1111106872559,2008,"no","yes",33
11,2008,"no","no",33
25.9615383148193,2008,"yes","no",33
16.4165096282959,2008,"yes","no",28
14.9572649002075,2008,"no","no",30
24.0384616851807,2008,"yes","no",34
25.6410255432129,2008,"yes","no",25
16.9413909912109,2008,"yes","yes",25
19.230770111084,2008,"yes","no",26
46.6346168518066,2008,"yes","no",31
7.21153831481934,2008,"yes","no",28
23.0769233703613,2008,"yes","no",32
25,2008,"yes","yes",25
27.884614944458,2008,"no","no",32
26.9230766296387,2008,"yes","yes",31
4.807692527771,2008,"yes","no",29
26.2237758636475,2008,"no","no",29
15.865385055542,2008,"yes","yes",30
18.4294872283936,2008,"yes","no",25
28.8461532592773,2008,"no","no",31
21.634614944458,2008,"no","yes",29
15.384614944458,2008,"yes","yes",28
13.2211542129517,2008,"no","yes",30
13.3547010421753,2008,"yes","yes",31
8.25,2008,"no","yes",33
14.553014755249,2008,"no","yes",30
30.2884616851807,2008,"yes","no",28
19.230770111084,2008,"yes","yes",29
17.9487171173096,2008,"no","no",33
26.4423084259033,2008,"no","no",34
43.269229888916,2008,"yes","no",33
24.0384616851807,2008,"no","no",34
19.230770111084,2008,"yes","yes",32
10.4395608901978,2008,"no","yes",30
23.0769233703613,2008,"no","no",32
14.4230766296387,2008,"no","no",27
20.6730766296387,2008,"no","yes",27
23.8095245361328,2008,"yes","no",34
21.634614944458,2008,"no","no",27
12.0192308425903,2008,"no","yes",26
8.5470085144043,2008,"no","yes",33
11.1336030960083,2008,"no","yes",32
12.0192308425903,2008,"yes","yes",25
13.6363639831543,2008,"yes","no",31
17.7884616851807,2008,"no","yes",32
20.6730766296387,2008,"no","yes",25
15,2008,"yes","no",33
14.4230766296387,2008,"yes","yes",32
21.634614944458,2008,"no","no",33
5.28846168518066,2008,"no","no",33
22.5961532592773,2008,"yes","yes",34
18.269229888916,2008,"no","no",31
17.3076915740967,2008,"yes","yes",34
17.6715183258057,2008,"yes","yes",27
20.1923084259033,2008,"yes","no",28
15.7342653274536,2008,"no","no",29
9.61538505554199,2008,"no","yes",34
10.5769233703613,2008,"no","no",32
4.32692289352417,2008,"no","yes",29
5.76923084259033,2008,"no","yes",30
10.0961542129517,2008,"yes","no",28
21.1428565979004,2008,"no","no",26
14.1941394805908,2008,"no","no",26
13.5627527236938,2008,"yes","yes",26
16.6666660308838,2008,"no","no",33
15,2008,"yes","no",26
16.875,2008,"yes","yes",25
19.230770111084,2008,"yes","yes",33
10.5769233703613,2008,"no","no",28
14.529914855957,2008,"no","no",32
12.7450981140137,2008,"no","no",32
28.6764698028564,2008,"yes","yes",32
8,2008,"yes","yes",27
19.9519233703613,2008,"no","no",28
9.61538505554199,2008,"no","no",33
33.6538467407227,2008,"yes","yes",32
13.4615383148193,2008,"no","no",34
9.29487133026123,2008,"no","no",28
38.908763885498,2008,"yes","yes",29
19.230770111084,2008,"yes","yes",32
14.9048080444336,2008,"no","no",32
19.230770111084,2008,"yes","no",25
17.6923084259033,2008,"yes","no",33
17.7884616851807,2008,"no","no",32
21.2393169403076,2008,"yes","no",32
17.0940170288086,2008,"yes","yes",29
17.7884616851807,2008,"yes","yes",34
7.21153831481934,2008,"no","no",28
20.5128211975098,2008,"yes","yes",27
14.4230766296387,2008,"no","no",34
46.1538467407227,2008,"yes","no",32
12.0192308425903,2008,"yes","yes",29
8.65384578704834,2008,"no","no",25
18.5897426605225,2008,"yes","no",32
17.0940170288086,2008,"yes","yes",31
14.9572649002075,2008,"no","yes",30
11.5384616851807,2008,"yes","yes",25
18.8461532592773,2008,"yes","no",25
13.4615383148193,2008,"yes","yes",26
12.0192308425903,2008,"yes","yes",26
14.4230766296387,2008,"no","no",27
31.25,2008,"yes","yes",33
12.9807691574097,2008,"no","no",32
8.17307662963867,2008,"no","yes",30
16.146354675293,2008,"no","no",32
15.8740386962891,2008,"no","no",33
10.5769233703613,2008,"no","yes",26
19.230770111084,2008,"no","yes",29
6.65576934814453,2008,"no","no",27
17.7884616851807,2008,"no","no",31
13.6363639831543,2008,"no","no",31
9.79020977020264,2008,"no","yes",31
10.384614944458,2008,"no","no",25
15.384614944458,2008,"no","yes",30
16.8269233703613,2008,"no","no",27
19.230770111084,2008,"yes","no",32
20.384614944458,2008,"yes","yes",30
21.1538467407227,2008,"yes","no",32
21.634614944458,2008,"yes","yes",32
8.5470085144043,2008,"no","no",31
13.4640522003174,2008,"no","no",28
14.9038457870483,2008,"yes","no",32
21.634614944458,2008,"no","no",33
15,2008,"no","no",25
11.057692527771,2008,"yes","yes",32
13,2008,"yes","no",29
32.6923065185547,2008,"no","no",32
13.0208330154419,2008,"no","no",26
57.3076934814453,2008,"yes","no",28
9.61538505554199,2008,"no","yes",27
9.61538505554199,2008,"yes","no",26
9.61538505554199,2008,"yes","no",27
9.61538505554199,2008,"yes","no",25
9.61538505554199,2008,"yes","no",25
23.5,2008,"no","yes",34
12.0192308425903,2008,"no","no",29
18.269229888916,2008,"no","no",27
38.461540222168,2008,"yes","no",34
11,2008,"yes","yes",30
26.4423084259033,2008,"yes","no",30
9.61538505554199,2008,"yes","no",29
23.7854251861572,2008,"yes","no",29
8.65384578704834,2008,"no","yes",28
11.6000003814697,2008,"no","no",31
17.3076915740967,2008,"yes","yes",25
9.61538505554199,2008,"yes","no",25
10,2008,"no","no",25
24.0384616851807,2008,"yes","yes",26
30.2884616851807,2008,"yes","no",28
52,2008,"no","no",33
32.9059829711914,2008,"yes","yes",28
28.8461532592773,2008,"yes","yes",27
3.52564096450806,2008,"no","no",29
24.5720272064209,2008,"yes","no",29
26.9230766296387,2008,"yes","yes",30
45.546558380127,2008,"no","yes",25
5.76923084259033,2008,"no","yes",32
20.8791217803955,2008,"yes","yes",33
15.384614944458,2008,"no","yes",31
29.914529800415,2008,"no","no",29
24.0384616851807,2008,"yes","yes",28
29.0598297119141,2008,"yes","no",33
42.3076934814453,2008,"yes","no",33
60.0961532592773,2008,"yes","no",33
28.8461532592773,2008,"no","no",30
25.6410255432129,2008,"yes","no",27
40.8653831481934,2008,"yes","yes",26
20.6730766296387,2008,"yes","yes",27
19.230770111084,2008,"no","no",26
21.6783218383789,2008,"yes","no",30
19.230770111084,2008,"no","no",29
15.7342653274536,2008,"yes","yes",28
19.7115383148193,2008,"yes","no",27
28.8461532592773,2008,"yes","yes",28
12.0192308425903,2008,"yes","yes",28
8.17307662963867,2008,"yes","no",28
48.0769233703613,2008,"yes","no",25
7.59109306335449,2008,"no","no",25
10.0961542129517,2008,"no","yes",26
27.4038467407227,2008,"yes","no",25
14.615385055542,2008,"yes","no",30
27.472526550293,2008,"yes","yes",26
62.5,2008,"yes","no",33
12.0192308425903,2008,"no","no",28
27.7777786254883,2008,"yes","yes",25
57.6923065185547,2008,"yes","yes",31
48.0769233703613,2008,"yes","no",32
10.4838705062866,2008,"yes","yes",27
8.33333301544189,2008,"no","no",28
6.1538462638855,2008,"no","yes",26
12.8571424484253,2008,"no","yes",26
12.8571424484253,2008,"no","no",25
26.4423084259033,2008,"yes","no",29
21.634614944458,2008,"no","yes",34
32.0512809753418,2008,"yes","yes",27
19.7115383148193,2008,"yes","no",25
11.25,2008,"no","yes",27
26.9230766296387,2008,"no","no",30
12.5,2008,"no","no",27
28.8471145629883,2008,"yes","yes",34
17.9487171173096,2008,"yes","yes",32
21.9141330718994,2008,"yes","yes",30
14.4230766296387,2008,"no","no",34
12.0192308425903,2008,"no","no",28
21.5384616851807,2008,"yes","no",30
10.8888893127441,2008,"yes","yes",30
23.0769233703613,2008,"yes","yes",30
31.25,2008,"yes","yes",30
52.8846168518066,2008,"yes","yes",34
23.0769233703613,2008,"yes","yes",33
50.480770111084,2008,"yes","yes",32
18.0288467407227,2008,"yes","no",31
19.230770111084,2008,"no","yes",28
8.85416698455811,2008,"no","no",31
21.634614944458,2008,"no","no",34
14.8148145675659,2008,"no","no",33
25.480770111084,2008,"yes","yes",32
36.0576934814453,2008,"yes","no",31
32.6923065185547,2008,"yes","yes",31
14.9038457870483,2008,"no","no",28
16.3461532592773,2008,"no","no",30
5.76923084259033,2008,"no","yes",25
13.4615383148193,2008,"no","no",27
15.7692308425903,2008,"yes","no",31
12,2008,"no","no",31
6.25,2008,"no","yes",33
27.472526550293,2008,"yes","yes",34
20,2008,"yes","yes",26
21.3675212860107,2008,"no","no",28
4.80865383148193,2008,"yes","yes",30
13.1578950881958,2008,"no","yes",30
22.2115383148193,2008,"yes","no",26
21.634614944458,2008,"yes","yes",30
13.5627527236938,2008,"yes","yes",30
28.8461532592773,2008,"yes","no",31
30.769229888916,2008,"yes","no",29
19.230770111084,2008,"no","yes",32
12.5,2008,"no","no",32
23.7762241363525,2008,"no","no",34
21.1538467407227,2008,"yes","no",33
7.692307472229,2008,"no","no",33
35.5029602050781,2008,"no","no",32
14.4230766296387,2008,"yes","yes",25
17.2064781188965,2008,"yes","yes",31
28.175313949585,2008,"yes","no",32
31.25,2008,"yes","yes",34
18.0288467407227,2008,"yes","no",31
16.8269233703613,2008,"yes","no",27
20.769229888916,2008,"yes","yes",25
32.9670333862305,2008,"no","no",29
19.230770111084,2008,"no","yes",29
34.3923072814941,2008,"no","no",31
19.7115383148193,2008,"no","yes",27
11.5384616851807,2008,"no","no",29
15.384614944458,2008,"yes","yes",34
16.4835166931152,2008,"no","yes",33
43.269229888916,2008,"yes","no",30
24.7863254547119,2008,"yes","yes",25
10,2008,"yes","no",25
8.17307662963867,2008,"no","yes",26
26.4957256317139,2008,"yes","no",29
14.4230766296387,2008,"yes","no",29
29.0598297119141,2008,"no","yes",27
24.0740737915039,2008,"no","yes",29
24.0384616851807,2008,"yes","no",34
10.5769233703613,2008,"yes","yes",27
33.6538467407227,2008,"yes","no",26
16.8269233703613,2008,"yes","yes",32
12.0192308425903,2008,"yes","yes",33
10.0971155166626,2008,"no","no",32
5.28846168518066,2008,"yes","no",26
25.6410255432129,2008,"yes","no",25
31.25,2008,"yes","no",33
10,2008,"no","yes",32
27.6134128570557,2008,"yes","no",27
24.6548328399658,2008,"yes","yes",28
24.0384616851807,2008,"yes","yes",28
35.7142868041992,2008,"yes","no",28
29.106029510498,2008,"yes","no",26
17.644229888916,2008,"yes","yes",27
5.49450540542603,2008,"no","yes",30
46.6346168518066,2008,"yes","yes",34
15.384614944458,2008,"yes","yes",28
19.230770111084,2008,"yes","yes",26
15,2008,"no","no",26
9.61634635925293,2008,"yes","no",27
14.4230766296387,2008,"no","no",31
38.461540222168,2008,"yes","no",32
26.4423084259033,2008,"yes","yes",29
6.9711537361145,2008,"no","no",31
12.0192308425903,2008,"no","no",25
7.21153831481934,2008,"no","no",25
20.6730766296387,2008,"no","no",28
12.4750518798828,2008,"yes","yes",33
28.8461532592773,2008,"yes","no",30
15.865385055542,2008,"no","yes",34
28.2051277160645,2008,"no","no",34
30.4487171173096,2008,"no","no",30
22.5961532592773,2008,"no","yes",27
13.4615383148193,2008,"no","no",28
12.692307472229,2008,"no","no",26
17.3992671966553,2008,"no","yes",28
16.8269233703613,2008,"no","yes",33
18.269229888916,2008,"no","no",32
23.0769233703613,2008,"no","no",31
8.17307662963867,2008,"yes","no",30
23.8461532592773,2008,"yes","yes",34
9.5,2008,"yes","no",27
19.6779956817627,2008,"yes","no",25
28.8461532592773,2008,"no","no",29
17.0329666137695,2008,"no","yes",31
14.4230766296387,2008,"no","no",30
12.0192308425903,2008,"no","yes",33
35.0591354370117,2008,"no","no",32
20.6730766296387,2008,"yes","no",28
35.0961532592773,2008,"yes","yes",27
58,2008,"yes","no",30
14.5833330154419,2008,"no","no",33
6.9711537361145,2008,"no","no",29
17.6923084259033,2008,"yes","no",31
14.9572649002075,2008,"yes","no",29
19.230770111084,2008,"no","no",33
20.1923084259033,2008,"no","no",34
18.75,2008,"no","yes",29
15.865385055542,2008,"no","yes",29
16.8269233703613,2008,"no","no",28
20.769229888916,2008,"yes","yes",32
23.0769233703613,2008,"yes","yes",34
60.0961532592773,2008,"yes","no",32
29.5,2008,"no","no",29
16.269229888916,2008,"no","no",32
16.3461532592773,2008,"no","no",31
19.230770111084,2008,"yes","no",25
18.75,2008,"yes","yes",33
12.9807691574097,2008,"no","yes",32
47.752498626709,2008,"yes","no",30
25,2008,"no","no",28
5.48076915740967,2008,"yes","yes",26
21.5384616851807,2008,"no","no",30
12.8205127716064,2008,"yes","yes",29
29.8076915740967,2008,"no","no",31
28.8461532592773,2008,"no","no",30
25,2008,"no","no",25
21.634614944458,2008,"no","no",34
16.8269233703613,2008,"no","no",33
38.461540222168,2008,"yes","no",29
12.0192308425903,2008,"no","yes",27
42.3076934814453,2008,"yes","no",33
27.6923084259033,2008,"yes","yes",27
36.7132873535156,2008,"yes","yes",30
48.0769233703613,2008,"yes","no",31
22.115385055542,2008,"yes","yes",28
21.1538467407227,2008,"yes","yes",28
24.0384616851807,2008,"yes","yes",26
21.4529914855957,2008,"yes","yes",34
26.4423084259033,2008,"yes","no",29
12.0879125595093,2008,"no","yes",31
22.115385055542,2008,"yes","yes",27
13.4615383148193,2008,"yes","yes",28
7.89473676681519,2008,"no","no",27
16.8269233703613,2008,"yes","no",27
40.3846168518066,2008,"yes","no",28
24.7252750396729,2008,"yes","yes",29
31.2509613037109,2008,"yes","no",34
12.0201921463013,2008,"yes","no",31
26.9230766296387,2008,"yes","yes",28
9.00163650512695,2008,"yes","yes",32
23.4265727996826,2008,"yes","no",30
27.7777786254883,2008,"no","yes",31
38.461540222168,2008,"yes","no",33
48.0769233703613,2008,"yes","no",34
21.3541660308838,2008,"yes","yes",33
26.9230766296387,2008,"yes","yes",28
27.472526550293,2008,"yes","yes",29
26.9230766296387,2008,"yes","yes",25
21.328670501709,2008,"yes","yes",26
18.8461532592773,2008,"yes","no",34
33.6538467407227,2008,"yes","yes",29
29.4871788024902,2008,"yes","no",29
27.3076915740967,2008,"yes","no",28
48.0769233703613,2008,"no","yes",28
23.0769233703613,2008,"yes","no",27
14.4230766296387,2008,"yes","yes",28
26.4423084259033,2008,"yes","no",32
17.0940170288086,2008,"yes","no",30
26.4423084259033,2008,"yes","no",32
36.3247871398926,2008,"no","no",31
7.21153831481934,2008,"no","no",32
24.0384616851807,2008,"no","no",27
11.5384616851807,2008,"no","yes",32
24.0394229888916,2008,"no","no",27
14.5348834991455,2008,"no","no",28
12.0192308425903,2008,"no","yes",27
15.384614944458,2008,"yes","yes",25
14.4230766296387,2008,"yes","yes",34
26.4423084259033,2008,"yes","yes",34
37.9554672241211,2008,"yes","yes",27
18.8461532592773,2008,"yes","yes",27
31.7460308074951,2008,"yes","no",27
24.0384616851807,2008,"yes","yes",28
52.8846168518066,2008,"yes","yes",33
12.5,2008,"no","yes",28
18.269229888916,2008,"no","no",25
15.886287689209,2008,"no","yes",31
19.230770111084,2008,"no","no",33
15.384614944458,2008,"no","yes",25
21.634614944458,2008,"yes","yes",32
12.8205127716064,2008,"yes","no",27
9.93589782714844,2008,"yes","yes",28
14.4230766296387,2008,"yes","yes",31
14.4230766296387,2008,"yes","no",26
7.96703290939331,2008,"no","no",26
27.884614944458,2008,"yes","yes",30
18.1122455596924,2008,"yes","yes",31
15.384614944458,2008,"no","no",29
13.4615383148193,2008,"no","no",34
28.8461532592773,2008,"no","no",30
8.17307662963867,2008,"no","yes",27
22.2355766296387,2008,"yes","yes",29
28.8461532592773,2008,"yes","no",30
34.6153831481934,2008,"yes","no",32
14.529914855957,2008,"yes","no",30
36.538459777832,2008,"no","yes",32
60.0961532592773,2008,"yes","no",34
24.0384616851807,2008,"yes","yes",32
24.0384616851807,2008,"yes","yes",29
27.7777786254883,2008,"yes","no",31
7.8125,2008,"no","no",27
5.1538462638855,2008,"no","yes",32
10.0961542129517,2008,"no","yes",32
17.3076915740967,2008,"yes","yes",28
24.519229888916,2008,"yes","no",34
10.0961542129517,2008,"no","no",25
16.8269233703613,2008,"yes","yes",25
10,2008,"no","no",33
20.1923084259033,2008,"yes","yes",26
20.1923084259033,2008,"no","no",27
17.019229888916,2008,"yes","yes",26
31.25,2008,"yes","no",34
12.0192308425903,2008,"yes","yes",30
5.057692527771,2008,"no","no",27
36.538459777832,2008,"yes","no",34
39.705883026123,2008,"yes","no",27
13.4615383148193,2008,"yes","yes",25
13.4615383148193,2008,"no","no",25
19.230770111084,2008,"yes","yes",26
10.9615383148193,2008,"no","yes",34
74.7863235473633,2008,"yes","yes",34
12.9807691574097,2008,"no","no",31
32.211540222168,2008,"yes","yes",34
19.230770111084,2008,"no","no",34
14.4230766296387,2008,"yes","yes",32
28.8461532592773,2008,"yes","no",31
28.8461532592773,2008,"yes","no",31
22.5961532592773,2008,"no","no",33
34.1346168518066,2008,"yes","no",33
11.5384616851807,2008,"no","yes",33
17.5824184417725,2008,"no","yes",28
16.8269233703613,2008,"no","yes",33
32.6923065185547,2008,"yes","yes",27
23.0769233703613,2008,"yes","no",26
19.7115383148193,2008,"no","yes",29
15.384614944458,2008,"yes","yes",33
19.230770111084,2008,"no","no",28
19.230770111084,2008,"no","no",32
16.8269233703613,2008,"no","no",31
16.3461532592773,2008,"yes","no",34
16.3461532592773,2008,"no","no",29
19.7115383148193,2008,"yes","no",27
22.5961532592773,2008,"yes","no",26
13.1578950881958,2008,"no","no",26
49.523811340332,2008,"no","no",32
9.23076915740967,2008,"no","yes",25
9.94694995880127,2008,"no","no",33
19.7115383148193,2008,"no","no",31
19.230770111084,2008,"no","no",34
19.230770111084,2008,"yes","yes",29
18.6813182830811,2008,"yes","yes",32
31.5412082672119,2008,"yes","yes",33
11.5384616851807,2008,"no","yes",26
38.0341873168945,2008,"yes","no",30
13.7362632751465,2008,"no","yes",25
15.865385055542,2008,"yes","yes",31
45.6730766296387,2008,"no","no",30
11.9230766296387,2008,"no","no",30
16.0256404876709,2008,"no","yes",25
12.5,2008,"no","no",32
17.6336536407471,2008,"yes","no",27
8.79120922088623,2008,"no","yes",34
26.4423084259033,2008,"yes","no",34
31.25,2008,"yes","yes",28
20.1923084259033,2008,"no","no",34
15.182186126709,2008,"no","yes",29
15.5482816696167,2008,"no","yes",29
20,2008,"no","yes",29
31.4685306549072,2008,"yes","no",30
19.230770111084,2008,"no","yes",30
33.6538467407227,2008,"yes","no",32
24.0384616851807,2008,"no","no",33
22.115385055542,2008,"yes","yes",27
11.5384616851807,2008,"yes","yes",25
21.634614944458,2008,"no","no",29
14.4230766296387,2008,"no","yes",29
6.94444465637207,2008,"no","yes",28
13.4615383148193,2008,"no","no",26
20.1923084259033,2008,"yes","yes",34
13.1118879318237,2008,"no","no",32
34.6153831481934,2008,"yes","no",33
10.1214570999146,2008,"no","yes",31
18.75,2008,"yes","yes",25
14.8958330154419,2008,"no","no",28
17.7884616851807,2008,"yes","yes",26
29.447114944458,2008,"yes","no",29
12.0192308425903,2008,"yes","no",27
10,2008,"no","no",26
28.365385055542,2008,"yes","yes",33
16.8278846740723,2008,"no","no",34
15.865385055542,2008,"yes","yes",28
14.4230766296387,2008,"no","yes",29
7.08502006530762,2008,"no","yes",30
9.45054912567139,2008,"no","yes",32
24.5726490020752,2008,"yes","no",27
23.5042743682861,2008,"yes","yes",31
9.61538505554199,2008,"no","yes",25
21.230770111084,2008,"yes","yes",31
5.20054960250854,2008,"no","yes",31
5.20054960250854,2008,"no","yes",31
28.1372547149658,2008,"no","no",32
16.1943321228027,2008,"no","yes",28
30.769229888916,2008,"yes","no",32
21.634614944458,2008,"yes","no",32
40.3846168518066,2008,"yes","no",29
14.4230766296387,2008,"no","yes",33
15.9855766296387,2008,"yes","yes",33
17.7125511169434,2008,"no","yes",29
14.4230766296387,2008,"yes","no",28
15.384614944458,2008,"no","yes",32
5.96346139907837,2008,"no","no",29
12.0879125595093,2008,"no","yes",34
26.9230766296387,2008,"no","no",27
16.8269233703613,2008,"yes","yes",29
18.2445755004883,2008,"no","yes",31
17.0940170288086,2008,"no","yes",30
16.8269233703613,2008,"no","yes",32
21.1538467407227,2008,"yes","yes",28
23.6263732910156,2008,"yes","yes",27
18.269229888916,2008,"no","no",26
21.634614944458,2008,"no","no",32
14.6761131286621,2008,"no","yes",33
31.9230766296387,2008,"yes","yes",33
8.13609504699707,2008,"no","yes",34
24.0384616851807,2008,"yes","yes",29
16.8269233703613,2008,"yes","yes",29
13.4615383148193,2008,"no","no",29
39.4230766296387,2008,"yes","yes",31
25.9615383148193,2008,"no","no",33
18.269229888916,2008,"no","no",28
